Name;Größe;Vorname;Nachname;Downloads;Datum;Pfad
drelu.png;2706;Axel;Schaffland;26;"08.06.2021 08:37";drelu.png
mlp.png;30819;Axel;Schaffland;26;"08.06.2021 08:37";mlp.png
relu.png;3148;Axel;Schaffland;26;"08.06.2021 08:37";relu.png
sheet08.ipynb;46511;Axel;Schaffland;24;"08.06.2021 08:37";sheet08.ipynb
